title,link,original,sale,discount,currency,date,time
borderlands 3,https://store.steampowered.com/app/397540/Borderlands_3/?snr=1_7_7_2300_150_1,79.99,39.99,50,CDN,2020-04-25,14:28
xcom® 2,https://store.steampowered.com/app/268500/XCOM_2/?snr=1_7_7_2300_150_1,79.99,19.99,75,CDN,2020-04-25,14:28
xcom®: chimera squad,https://store.steampowered.com/app/882100/XCOM_Chimera_Squad/?snr=1_7_7_2300_150_1,29.99,14.99,50,CDN,2020-04-25,14:28
final fantasy xii the zodiac age,https://store.steampowered.com/app/595520/FINAL_FANTASY_XII_THE_ZODIAC_AGE/?snr=1_7_7_2300_150_1,66.99,33.49,50,CDN,2020-04-25,14:28
project winter,https://store.steampowered.com/app/774861/Project_Winter/?snr=1_7_7_2300_150_1,22.79,7.97,65,CDN,2020-04-25,14:28
playerunknown's battlegrounds,https://store.steampowered.com/app/578080/PLAYERUNKNOWNS_BATTLEGROUNDS/?snr=1_7_7_2300_150_1,36.99,18.49,50,CDN,2020-04-25,14:28
disco elysium,https://store.steampowered.com/app/632470/Disco_Elysium/?snr=1_7_7_2300_150_1,45.49,34.11,25,CDN,2020-04-25,14:28
il-2 sturmovik: battle of stalingrad,https://store.steampowered.com/app/307960/IL2_Sturmovik_Battle_of_Stalingrad/?snr=1_7_7_2300_150_1,65.99,16.49,75,CDN,2020-04-25,14:28
northgard,https://store.steampowered.com/app/466560/Northgard/?snr=1_7_7_2300_150_1,33.99,16.99,50,CDN,2020-04-25,14:28
the stanley parable,https://store.steampowered.com/app/221910/The_Stanley_Parable/?snr=1_7_7_2300_150_1,16.99,2.55,85,CDN,2020-04-25,14:28
iratus: lord of the dead,https://store.steampowered.com/app/807120/Iratus_Lord_of_the_Dead/?snr=1_7_7_2300_150_1,27.99,18.47,34,CDN,2020-04-25,14:28
borderlands 2,https://store.steampowered.com/app/49520/Borderlands_2/?snr=1_7_7_2300_150_1,21.99,5.49,75,CDN,2020-04-25,14:28
frostpunk,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_2300_150_1,33.99,13.60,60,CDN,2020-04-25,14:28
marvel vs. capcom: infinite,https://store.steampowered.com/app/493840/Marvel_vs_Capcom_Infinite/?snr=1_7_7_2300_150_1,49.99,12.50,75,CDN,2020-04-25,14:28
cloudpunk,https://store.steampowered.com/app/746850/Cloudpunk/?snr=1_7_7_2300_150_1,21.99,19.79,10,CDN,2020-04-25,14:28
barotrauma,https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_2300_150_1,38.99,23.39,40,CDN,2020-04-25,14:28
post scriptum,https://store.steampowered.com/app/736220/Post_Scriptum/?snr=1_7_7_2300_150_1,38.00,28.50,25,CDN,2020-04-25,14:28
rocksmith® 2014 edition - remastered,https://store.steampowered.com/app/221680/Rocksmith_2014_Edition__Remastered/?snr=1_7_7_2300_150_1,39.99,11.99,70,CDN,2020-04-25,14:28
sunless skies,https://store.steampowered.com/app/596970/SUNLESS_SKIES/?snr=1_7_7_2300_150_1,27.99,13.99,50,CDN,2020-04-25,14:28
112 operator,https://store.steampowered.com/app/793460/112_Operator/?snr=1_7_7_2300_150_1,28.99,24.64,15,CDN,2020-04-25,14:28
troubleshooter: abandoned children,https://store.steampowered.com/app/470310/TROUBLESHOOTER_Abandoned_Children/?snr=1_7_7_2300_150_1,29.99,23.99,20,CDN,2020-04-25,14:28
dragon marked for death,https://store.steampowered.com/app/1149440/Dragon_Marked_For_Death/?snr=1_7_7_2300_150_1,49.99,39.99,20,CDN,2020-04-25,14:28
shadow tactics: blades of the shogun,https://store.steampowered.com/app/418240/Shadow_Tactics_Blades_of_the_Shogun/?snr=1_7_7_2300_150_1,43.99,10.99,75,CDN,2020-04-25,14:28
xcom: enemy unknown,https://store.steampowered.com/app/200510/XCOM_Enemy_Unknown/?snr=1_7_7_2300_150_1,32.99,8.24,75,CDN,2020-04-25,14:28
battle brothers,https://store.steampowered.com/app/365360/Battle_Brothers/?snr=1_7_7_2300_150_1,32.99,16.49,50,CDN,2020-04-25,14:28
what remains of edith finch,https://store.steampowered.com/app/501300/What_Remains_of_Edith_Finch/?snr=1_7_7_2300_150_2,21.99,8.79,60,CDN,2020-04-25,14:28
trine 4: the nightmare prince,https://store.steampowered.com/app/690640/Trine_4_The_Nightmare_Prince/?snr=1_7_7_2300_150_2,39.99,15.99,60,CDN,2020-04-25,14:28
ultimate marvel vs. capcom 3,https://store.steampowered.com/app/357190/ULTIMATE_MARVEL_VS_CAPCOM_3/?snr=1_7_7_2300_150_2,32.99,9.90,70,CDN,2020-04-25,14:28
borderlands: the pre-sequel,https://store.steampowered.com/app/261640/Borderlands_The_PreSequel/?snr=1_7_7_2300_150_2,39.99,11.99,70,CDN,2020-04-25,14:28
borderlands game of the year,https://store.steampowered.com/app/8980/Borderlands_Game_of_the_Year/?snr=1_7_7_2300_150_2,32.99,10.89,67,CDN,2020-04-25,14:28
super neptunia rpg,https://store.steampowered.com/app/1016960/Super_Neptunia_RPG/?snr=1_7_7_2300_150_2,56.99,22.79,60,CDN,2020-04-25,14:28
witch it,https://store.steampowered.com/app/559650/Witch_It/?snr=1_7_7_2300_150_2,16.99,8.49,50,CDN,2020-04-25,14:28
unrailed!,https://store.steampowered.com/app/1016920/Unrailed/?snr=1_7_7_2300_150_2,22.99,17.24,25,CDN,2020-04-25,14:28
ashen,https://store.steampowered.com/app/649950/Ashen/?snr=1_7_7_2300_150_2,45.49,27.29,40,CDN,2020-04-25,14:28
hyperdimension neptunia re;birth1,https://store.steampowered.com/app/282900/Hyperdimension_Neptunia_ReBirth1/?snr=1_7_7_2300_150_2,17.49,6.99,60,CDN,2020-04-25,14:28
street fighter v,https://store.steampowered.com/app/310950/Street_Fighter_V/?snr=1_7_7_2300_150_2,24.99,9.99,60,CDN,2020-04-25,14:28
monster prom,https://store.steampowered.com/app/743450/Monster_Prom/?snr=1_7_7_2300_150_2,13.49,5.39,60,CDN,2020-04-25,14:28
sayonara wild hearts,https://store.steampowered.com/app/1122720/Sayonara_Wild_Hearts/?snr=1_7_7_2300_150_2,14.49,10.86,25,CDN,2020-04-25,14:28
borderlands 2 game of the year,https://store.steampowered.com/sub/32848/?snr=1_7_7_2300_150_2,43.99,9.67,78,CDN,2020-04-25,14:28
sunless sea,https://store.steampowered.com/app/304650/SUNLESS_SEA/?snr=1_7_7_2300_150_2,20.99,7.13,66,CDN,2020-04-25,14:28
unheard,https://store.steampowered.com/app/942970/Unheard/?snr=1_7_7_2300_150_2,11.49,6.89,40,CDN,2020-04-25,14:28
donut county,https://store.steampowered.com/app/702670/Donut_County/?snr=1_7_7_2300_150_2,14.49,7.24,50,CDN,2020-04-25,14:28
megadimension neptunia vii,https://store.steampowered.com/app/460120/Megadimension_Neptunia_VII/?snr=1_7_7_2300_150_2,22.79,11.39,50,CDN,2020-04-25,14:28
megadimension neptunia viir,https://store.steampowered.com/app/774511/Megadimension_Neptunia_VIIR/?snr=1_7_7_2300_150_2,33.99,13.59,60,CDN,2020-04-25,14:28
warhammer underworlds: online,https://store.steampowered.com/app/1022310/Warhammer_Underworlds_Online/?snr=1_7_7_2300_150_2,33.99,27.19,20,CDN,2020-04-25,14:28
cyberdimension neptunia: 4 goddesses online,https://store.steampowered.com/app/632350/Cyberdimension_Neptunia_4_Goddesses_Online/?snr=1_7_7_2300_150_2,33.99,13.59,60,CDN,2020-04-25,14:28
fishing: barents sea,https://store.steampowered.com/app/501080/Fishing_Barents_Sea/?snr=1_7_7_2300_150_2,30.49,15.24,50,CDN,2020-04-25,14:28
harvest moon: light of hope special edition,https://store.steampowered.com/app/585900/Harvest_Moon_Light_of_Hope_Special_Edition/?snr=1_7_7_2300_150_2,22.79,11.39,50,CDN,2020-04-25,14:28
hyperdimension neptunia re;birth2: sisters generation,https://store.steampowered.com/app/351710/Hyperdimension_Neptunia_ReBirth2_Sisters_Generation/?snr=1_7_7_2300_150_2,17.49,6.99,60,CDN,2020-04-25,14:28
eastshade,https://store.steampowered.com/app/715560/Eastshade/?snr=1_7_7_2300_150_2,28.99,14.49,50,CDN,2020-04-25,14:28
hyper light drifter,https://store.steampowered.com/app/257850/Hyper_Light_Drifter/?snr=1_7_7_2300_150_3,21.99,10.99,50,CDN,2020-04-25,14:28
hyperdimension neptunia re;birth3 v generation,https://store.steampowered.com/app/353270/Hyperdimension_Neptunia_ReBirth3_V_Generation/?snr=1_7_7_2300_150_3,17.49,6.99,60,CDN,2020-04-25,14:28
911 operator,https://store.steampowered.com/app/503560/911_Operator/?snr=1_7_7_2300_150_3,16.99,1.69,90,CDN,2020-04-25,14:28
fell seal: arbiter's mark,https://store.steampowered.com/app/699170/Fell_Seal_Arbiters_Mark/?snr=1_7_7_2300_150_3,33.99,11.55,66,CDN,2020-04-25,14:28
ride 3,https://store.steampowered.com/app/759740/RIDE_3/?snr=1_7_7_2300_150_3,56.99,17.09,70,CDN,2020-04-25,14:28
gorogoa,https://store.steampowered.com/app/557600/Gorogoa/?snr=1_7_7_2300_150_3,17.49,8.74,50,CDN,2020-04-25,14:28
kingdom under fire: the crusaders,https://store.steampowered.com/app/1121420/Kingdom_Under_Fire_The_Crusaders/?snr=1_7_7_2300_150_3,19.99,13.99,30,CDN,2020-04-25,14:28
yes\, your grace,https://store.steampowered.com/app/1115690/Yes_Your_Grace/?snr=1_7_7_2300_150_3,22.79,20.51,10,CDN,2020-04-25,14:28
not tonight,https://store.steampowered.com/app/733790/Not_Tonight/?snr=1_7_7_2300_150_3,22.79,13.67,40,CDN,2020-04-25,14:28
ultimate fishing simulator,https://store.steampowered.com/app/468920/Ultimate_Fishing_Simulator/?snr=1_7_7_2300_150_3,21.99,10.99,50,CDN,2020-04-25,14:28
borderlands 2 vr,https://store.steampowered.com/app/991260/Borderlands_2_VR/?snr=1_7_7_2300_150_3,66.99,33.49,50,CDN,2020-04-25,14:28
ken follett's the pillars of the earth,https://store.steampowered.com/app/234270/Ken_Folletts_The_Pillars_of_the_Earth/?snr=1_7_7_2300_150_3,43.99,8.79,80,CDN,2020-04-25,14:28
cooking simulator,https://store.steampowered.com/app/641320/Cooking_Simulator/?snr=1_7_7_2300_150_3,22.79,15.95,30,CDN,2020-04-25,14:28
heaven's vault,https://store.steampowered.com/app/774201/Heavens_Vault/?snr=1_7_7_2300_150_3,28.99,17.39,40,CDN,2020-04-25,14:28
telling lies,https://store.steampowered.com/app/762830/Telling_Lies/?snr=1_7_7_2300_150_3,22.79,13.67,40,CDN,2020-04-25,14:28
do not feed the monkeys,https://store.steampowered.com/app/658850/Do_Not_Feed_the_Monkeys/?snr=1_7_7_2300_150_3,12.99,4.54,65,CDN,2020-04-25,14:28
far: lone sails,https://store.steampowered.com/app/609320/FAR_Lone_Sails/?snr=1_7_7_2300_150_3,17.49,10.49,40,CDN,2020-04-25,14:28
beholder 2,https://store.steampowered.com/app/761620/Beholder_2/?snr=1_7_7_2300_150_3,16.99,5.94,65,CDN,2020-04-25,14:28
death and taxes,https://store.steampowered.com/app/1166290/Death_and_Taxes/?snr=1_7_7_2300_150_3,14.49,10.86,25,CDN,2020-04-25,14:28
night in the woods,https://store.steampowered.com/app/481510/Night_in_the_Woods/?snr=1_7_7_2300_150_3,21.99,17.59,20,CDN,2020-04-25,14:28
chaos on deponia,https://store.steampowered.com/app/220740/Chaos_on_Deponia/?snr=1_7_7_2300_150_3,21.99,2.19,90,CDN,2020-04-25,14:28
tangle tower,https://store.steampowered.com/app/359510/Tangle_Tower/?snr=1_7_7_2300_150_3,22.79,17.09,25,CDN,2020-04-25,14:28
hacknet,https://store.steampowered.com/app/365450/Hacknet/?snr=1_7_7_2300_150_3,11.49,1.72,85,CDN,2020-04-25,14:28
swords of gurrah,https://store.steampowered.com/app/833090/Swords_of_Gurrah/?snr=1_7_7_2300_150_3,22.79,20.51,10,CDN,2020-04-25,14:28
flower,https://store.steampowered.com/app/966330/Flower/?snr=1_7_7_2300_150_3,7.99,2.79,65,CDN,2020-04-25,14:28
kentucky route zero: pc edition,https://store.steampowered.com/app/231200/Kentucky_Route_Zero_PC_Edition/?snr=1_7_7_2300_150_4,27.99,20.99,25,CDN,2020-04-25,14:28
astellia,https://store.steampowered.com/app/1185560/Astellia/?snr=1_7_7_2300_150_4,33.99,30.59,10,CDN,2020-04-25,14:28
cryofall,https://store.steampowered.com/app/829590/CryoFall/?snr=1_7_7_2300_150_4,24.99,6.24,75,CDN,2020-04-25,14:28
nowhere prophet,https://store.steampowered.com/app/681730/Nowhere_Prophet/?snr=1_7_7_2300_150_4,28.99,21.74,25,CDN,2020-04-25,14:28
mo:astray,https://store.steampowered.com/app/1104660/MOAstray/?snr=1_7_7_2300_150_4,17.49,13.99,20,CDN,2020-04-25,14:28
filament,https://store.steampowered.com/app/1137350/Filament/?snr=1_7_7_2300_150_4,19.49,16.56,15,CDN,2020-04-25,14:28
hyperdevotion noire: goddess black heart (neptunia),https://store.steampowered.com/app/415480/Hyperdevotion_Noire_Goddess_Black_Heart_Neptunia/?snr=1_7_7_2300_150_4,17.49,5.24,70,CDN,2020-04-25,14:28
abzu,https://store.steampowered.com/app/384190/ABZU/?snr=1_7_7_2300_150_4,21.99,10.99,50,CDN,2020-04-25,14:28
spongebob squarepants: battle for bikini bottom - rehydrated,https://store.steampowered.com/app/969990/SpongeBob_SquarePants_Battle_for_Bikini_Bottom__Rehydrated/?snr=1_7_7_2300_150_4,29.99,26.99,10,CDN,2020-04-25,14:28
hypnospace outlaw,https://store.steampowered.com/app/844590/Hypnospace_Outlaw/?snr=1_7_7_2300_150_4,22.79,17.09,25,CDN,2020-04-25,14:28
a short hike,https://store.steampowered.com/app/1055540/A_Short_Hike/?snr=1_7_7_2300_150_4,8.99,6.74,25,CDN,2020-04-25,14:28
nations at war digital,https://store.steampowered.com/app/1226000/Nations_At_War_Digital/?snr=1_7_7_2300_150_4,5.69,3.41,40,CDN,2020-04-25,14:28
state of mind,https://store.steampowered.com/app/437630/State_of_Mind/?snr=1_7_7_2300_150_4,44.99,6.74,85,CDN,2020-04-25,14:28
rocksmith™,https://store.steampowered.com/app/205190/Rocksmith/?snr=1_7_7_2300_150_4,29.99,8.99,70,CDN,2020-04-25,14:28
trine 2: complete story,https://store.steampowered.com/app/35720/Trine_2_Complete_Story/?snr=1_7_7_2300_150_4,21.99,5.49,75,CDN,2020-04-25,14:28
hero siege,https://store.steampowered.com/app/269210/Hero_Siege/?snr=1_7_7_2300_150_4,7.99,1.59,80,CDN,2020-04-25,14:28
red faction®: armageddon™,https://store.steampowered.com/app/55110/Red_Faction_Armageddon/?snr=1_7_7_2300_150_4,99.69,19.93,80,CDN,2020-04-25,14:28
where the water tastes like wine,https://store.steampowered.com/app/447120/Where_the_Water_Tastes_Like_Wine/?snr=1_7_7_2300_150_4,21.99,5.50,75,CDN,2020-04-25,14:28
neo cab,https://store.steampowered.com/app/794540/Neo_Cab/?snr=1_7_7_2300_150_4,17.49,10.49,40,CDN,2020-04-25,14:28
nine parchments,https://store.steampowered.com/app/471550/Nine_Parchments/?snr=1_7_7_2300_150_4,22.79,5.69,75,CDN,2020-04-25,14:28
florence,https://store.steampowered.com/app/1102130/Florence/?snr=1_7_7_2300_150_4,6.69,5.01,25,CDN,2020-04-25,14:28
orwell: keeping an eye on you,https://store.steampowered.com/app/491950/Orwell_Keeping_an_Eye_On_You/?snr=1_7_7_2300_150_4,11.49,2.87,75,CDN,2020-04-25,14:28
verdun,https://store.steampowered.com/app/242860/Verdun/?snr=1_7_7_2300_150_4,24.99,11.24,55,CDN,2020-04-25,14:28
trine 3: the artifacts of power,https://store.steampowered.com/app/319910/Trine_3_The_Artifacts_of_Power/?snr=1_7_7_2300_150_4,23.99,5.99,75,CDN,2020-04-25,14:28
blackguards,https://store.steampowered.com/app/249650/Blackguards/?snr=1_7_7_2300_150_4,13.99,1.39,90,CDN,2020-04-25,14:28
superdimension neptune vs sega hard girls,https://store.steampowered.com/app/571530/Superdimension_Neptune_VS_Sega_Hard_Girls/?snr=1_7_7_2300_150_5,22.79,9.11,60,CDN,2020-04-25,14:28
titan quest anniversary edition,https://store.steampowered.com/app/475150/Titan_Quest_Anniversary_Edition/?snr=1_7_7_2300_150_5,99.69,19.93,80,CDN,2020-04-25,14:28
beholder,https://store.steampowered.com/app/475550/Beholder/?snr=1_7_7_2300_150_5,10.99,1.64,85,CDN,2020-04-25,14:28
aer memories of old,https://store.steampowered.com/app/331870/AER_Memories_of_Old/?snr=1_7_7_2300_150_5,17.99,3.59,80,CDN,2020-04-25,14:28
orwell: ignorance is strength,https://store.steampowered.com/app/633060/Orwell_Ignorance_is_Strength/?snr=1_7_7_2300_150_5,11.49,6.89,40,CDN,2020-04-25,14:28
mod and play,https://store.steampowered.com/app/1127460/Mod_and_Play/?snr=1_7_7_2300_150_5,5.69,3.41,40,CDN,2020-04-25,14:28
kind words (lo fi chill beats to write to),https://store.steampowered.com/app/1070710/Kind_Words_lo_fi_chill_beats_to_write_to/?snr=1_7_7_2300_150_5,5.69,4.55,20,CDN,2020-04-25,14:28
deponia: the complete journey,https://store.steampowered.com/app/292910/Deponia_The_Complete_Journey/?snr=1_7_7_2300_150_5,44.99,4.49,90,CDN,2020-04-25,14:28
trine enchanted edition,https://store.steampowered.com/app/35700/Trine_Enchanted_Edition/?snr=1_7_7_2300_150_5,16.99,4.24,75,CDN,2020-04-25,14:28
my island,https://store.steampowered.com/app/1004270/My_Island/?snr=1_7_7_2300_150_5,17.49,7.87,55,CDN,2020-04-25,14:28
moon hunters,https://store.steampowered.com/app/320040/Moon_Hunters/?snr=1_7_7_2300_150_5,14.99,2.24,85,CDN,2020-04-25,14:28
my lovely daughter,https://store.steampowered.com/app/580170/My_Lovely_Daughter/?snr=1_7_7_2300_150_5,17.49,6.99,60,CDN,2020-04-25,14:28
the daedalic armageddon bundle,https://store.steampowered.com/sub/55062/?snr=1_7_7_2300_150_5,143.99,14.39,90,CDN,2020-04-25,14:28
the bureau: xcom declassified,https://store.steampowered.com/app/65930/The_Bureau_XCOM_Declassified/?snr=1_7_7_2300_150_5,21.99,4.39,80,CDN,2020-04-25,14:28
the longing,https://store.steampowered.com/app/893850/THE_LONGING/?snr=1_7_7_2300_150_5,17.49,15.74,10,CDN,2020-04-25,14:28
the stillness of the wind,https://store.steampowered.com/app/828900/The_Stillness_of_the_Wind/?snr=1_7_7_2300_150_5,14.49,5.07,65,CDN,2020-04-25,14:28
tacoma,https://store.steampowered.com/app/343860/Tacoma/?snr=1_7_7_2300_150_5,21.99,10.99,50,CDN,2020-04-25,14:28
little big workshop,https://store.steampowered.com/app/574720/Little_Big_Workshop/?snr=1_7_7_2300_150_5,22.79,17.09,25,CDN,2020-04-25,14:28
broken lines,https://store.steampowered.com/app/926580/Broken_Lines/?snr=1_7_7_2300_150_5,29.00,23.20,20,CDN,2020-04-25,14:28
hyperdimension neptunia u: action unleashed,https://store.steampowered.com/app/387340/Hyperdimension_Neptunia_U_Action_Unleashed/?snr=1_7_7_2300_150_5,17.49,6.12,65,CDN,2020-04-25,14:28
elsinore,https://store.steampowered.com/app/512890/Elsinore/?snr=1_7_7_2300_150_5,22.79,13.67,40,CDN,2020-04-25,14:28
still there,https://store.steampowered.com/app/1063490/Still_There/?snr=1_7_7_2300_150_5,17.49,11.36,35,CDN,2020-04-25,14:28
the long journey home,https://store.steampowered.com/app/366910/The_Long_Journey_Home/?snr=1_7_7_2300_150_5,43.99,4.39,90,CDN,2020-04-25,14:28
luna,https://store.steampowered.com/app/605770/Luna/?snr=1_7_7_2300_150_5,17.49,1.75,90,CDN,2020-04-25,14:28
x-com: terror from the deep,https://store.steampowered.com/app/7650/XCOM_Terror_From_the_Deep/?snr=1_7_7_2300_150_5,5.49,1.37,75,CDN,2020-04-25,14:28
unforeseen incidents,https://store.steampowered.com/app/501790/Unforeseen_Incidents/?snr=1_7_7_2300_150_6,22.79,15.26,33,CDN,2020-04-25,14:28
deponia doomsday,https://store.steampowered.com/app/421050/Deponia_Doomsday/?snr=1_7_7_2300_150_6,21.99,2.19,90,CDN,2020-04-25,14:28
x-com: complete pack,https://store.steampowered.com/sub/964/?snr=1_7_7_2300_150_6,16.99,4.24,75,CDN,2020-04-25,14:28
astrox imperium,https://store.steampowered.com/app/954870/Astrox_Imperium/?snr=1_7_7_2300_150_6,17.49,10.49,40,CDN,2020-04-25,14:28
her story,https://store.steampowered.com/app/368370/Her_Story/?snr=1_7_7_2300_150_6,11.49,5.74,50,CDN,2020-04-25,14:28
garfield kart - furious racing,https://store.steampowered.com/app/1085510/Garfield_Kart__Furious_Racing/?snr=1_7_7_2300_150_6,17.49,8.04,54,CDN,2020-04-25,14:28
the suicide of rachel foster,https://store.steampowered.com/app/1057750/The_Suicide_of_Rachel_Foster/?snr=1_7_7_2300_150_6,19.99,13.39,33,CDN,2020-04-25,14:28
shelter 2,https://store.steampowered.com/app/275100/Shelter_2/?snr=1_7_7_2300_150_6,16.99,4.24,75,CDN,2020-04-25,14:28
gris,https://store.steampowered.com/app/683320/GRIS/?snr=1_7_7_2300_150_6,19.49,9.74,50,CDN,2020-04-25,14:28
urtuk: the desolation,https://store.steampowered.com/app/1181830/Urtuk_The_Desolation/?snr=1_7_7_2300_150_6,22.79,18.23,20,CDN,2020-04-25,14:28
meadow,https://store.steampowered.com/app/486310/Meadow/?snr=1_7_7_2300_150_6,5.69,1.42,75,CDN,2020-04-25,14:28
whispers of a machine,https://store.steampowered.com/app/631570/Whispers_of_a_Machine/?snr=1_7_7_2300_150_6,17.49,10.49,40,CDN,2020-04-25,14:28
year walk,https://store.steampowered.com/app/269050/Year_Walk/?snr=1_7_7_2300_150_6,6.49,3.24,50,CDN,2020-04-25,14:28
megatagmension blanc + neptune vs zombies (neptunia),https://store.steampowered.com/app/496810/MegaTagmension_Blanc__Neptune_VS_Zombies_Neptunia/?snr=1_7_7_2300_150_6,17.49,6.12,65,CDN,2020-04-25,14:28
beautiful desolation,https://store.steampowered.com/app/912570/BEAUTIFUL_DESOLATION/?snr=1_7_7_2300_150_6,22.79,20.28,11,CDN,2020-04-25,14:28
luna the shadow dust,https://store.steampowered.com/app/465100/LUNA_The_Shadow_Dust/?snr=1_7_7_2300_150_6,22.79,20.51,10,CDN,2020-04-25,14:28
gone home,https://store.steampowered.com/app/232430/Gone_Home/?snr=1_7_7_2300_150_6,16.99,8.49,50,CDN,2020-04-25,14:28
wild guns reloaded,https://store.steampowered.com/app/585910/Wild_Guns_Reloaded/?snr=1_7_7_2300_150_6,17.49,8.74,50,CDN,2020-04-25,14:28
daedalic - gigantic bundle,https://store.steampowered.com/sub/76471/?snr=1_7_7_2300_150_6,143.99,14.39,90,CDN,2020-04-25,14:28
project warlock,https://store.steampowered.com/app/893680/Project_Warlock/?snr=1_7_7_2300_150_6,15.00,6.00,60,CDN,2020-04-25,14:28
crazy machines 3,https://store.steampowered.com/app/351920/Crazy_Machines_3/?snr=1_7_7_2300_150_6,13.99,1.39,90,CDN,2020-04-25,14:28
paws,https://store.steampowered.com/app/434000/Paws/?snr=1_7_7_2300_150_6,19.99,6.79,66,CDN,2020-04-25,14:28
bud spencer & terence hill - slaps and beans,https://store.steampowered.com/app/564050/Bud_Spencer__Terence_Hill__Slaps_And_Beans/?snr=1_7_7_2300_150_6,22.79,9.11,60,CDN,2020-04-25,14:28
granny simulator,https://store.steampowered.com/app/1053680/Granny_Simulator/?snr=1_7_7_2300_150_6,5.69,2.84,50,CDN,2020-04-25,14:28
interrogation: you will be deceived,https://store.steampowered.com/app/1016770/Interrogation_You_will_be_deceived/?snr=1_7_7_2300_150_6,14.49,9.41,35,CDN,2020-04-25,14:28
icey,https://store.steampowered.com/app/553640/ICEY/?snr=1_7_7_2300_150_7,13.99,9.09,35,CDN,2020-04-25,14:28
call of juarez: gunslinger,https://store.steampowered.com/app/204450/Call_of_Juarez_Gunslinger/?snr=1_7_7_2300_150_7,18.99,7.59,60,CDN,2020-04-25,14:28
frog detective 2: the case of the invisible wizard,https://store.steampowered.com/app/1047220/Frog_Detective_2_The_Case_of_the_Invisible_Wizard/?snr=1_7_7_2300_150_7,5.69,5.12,10,CDN,2020-04-25,14:28
mutazione,https://store.steampowered.com/app/1080750/Mutazione/?snr=1_7_7_2300_150_7,22.79,17.09,25,CDN,2020-04-25,14:28
rds - the official drift videogame,https://store.steampowered.com/app/934930/RDS__The_Official_Drift_Videogame/?snr=1_7_7_2300_150_7,20.49,12.90,37,CDN,2020-04-25,14:28
senren＊banka,https://store.steampowered.com/app/1144400/SenrenBanka/?snr=1_7_7_2300_150_7,39.99,35.99,10,CDN,2020-04-25,14:28
silence,https://store.steampowered.com/app/314790/Silence/?snr=1_7_7_2300_150_7,29.99,20.09,33,CDN,2020-04-25,14:28
the haunted island\, a frog detective game,https://store.steampowered.com/app/963000/The_Haunted_Island_a_Frog_Detective_Game/?snr=1_7_7_2300_150_7,5.69,3.98,30,CDN,2020-04-25,14:28
felix the reaper,https://store.steampowered.com/app/919410/Felix_The_Reaper/?snr=1_7_7_2300_150_7,34.99,6.99,80,CDN,2020-04-25,14:28
eliza,https://store.steampowered.com/app/716500/Eliza/?snr=1_7_7_2300_150_7,17.49,13.11,25,CDN,2020-04-25,14:28
framed collection,https://store.steampowered.com/app/322450/FRAMED_Collection/?snr=1_7_7_2300_150_7,11.49,4.59,60,CDN,2020-04-25,14:28
gone home,https://store.steampowered.com/app/232430/Gone_Home/?snr=1_7_7_2300_150_7,16.99,8.49,50,CDN,2020-04-25,14:28
dynasty warriors 9,https://store.steampowered.com/app/730310/DYNASTY_WARRIORS_9/?snr=1_7_7_2300_150_7,51.49,36.04,30,CDN,2020-04-25,14:28
niffelheim,https://store.steampowered.com/app/351100/Niffelheim/?snr=1_7_7_2300_150_7,19.99,2.99,85,CDN,2020-04-25,14:28
tennis world tour,https://store.steampowered.com/app/692030/Tennis_World_Tour/?snr=1_7_7_2300_150_7,66.49,13.29,80,CDN,2020-04-25,14:28
invisigun reloaded,https://store.steampowered.com/app/375750/Invisigun_Reloaded/?snr=1_7_7_2300_150_7,22.79,2.27,90,CDN,2020-04-25,14:28
masquerada: songs and shadows,https://store.steampowered.com/app/459090/Masquerada_Songs_and_Shadows/?snr=1_7_7_2300_150_7,21.99,8.79,60,CDN,2020-04-25,14:28
rising world,https://store.steampowered.com/app/324080/Rising_World/?snr=1_7_7_2300_150_7,16.99,12.74,25,CDN,2020-04-25,14:28
syberia 3,https://store.steampowered.com/app/464340/Syberia_3/?snr=1_7_7_2300_150_7,33.99,5.43,84,CDN,2020-04-25,14:28
80 days,https://store.steampowered.com/app/381780/80_Days/?snr=1_7_7_2300_150_7,14.49,7.24,50,CDN,2020-04-25,14:28
blind,https://store.steampowered.com/app/406860/Blind/?snr=1_7_7_2300_150_7,28.99,5.79,80,CDN,2020-04-25,14:28
mini healer,https://store.steampowered.com/app/955740/Mini_Healer/?snr=1_7_7_2300_150_7,8.99,7.64,15,CDN,2020-04-25,14:28
holy potatoes! a spy story?!,https://store.steampowered.com/app/830590/Holy_Potatoes_A_Spy_Story/?snr=1_7_7_2300_150_7,17.99,4.67,74,CDN,2020-04-25,14:28
contagion vr: outbreak,https://store.steampowered.com/app/676840/Contagion_VR_Outbreak/?snr=1_7_7_2300_150_7,22.79,15.26,33,CDN,2020-04-25,14:28
life is feudal: your own,https://store.steampowered.com/app/290080/Life_is_Feudal_Your_Own/?snr=1_7_7_2300_150_7,22.79,6.83,70,CDN,2020-04-25,14:28
god wars the complete legend,https://store.steampowered.com/app/1038810/GOD_WARS_The_Complete_Legend/?snr=1_7_7_2300_150_8,33.99,18.69,45,CDN,2020-04-25,14:28
