title,link,original,sale,discount,currency,date,time
warpzone drifter,https://store.steampowered.com/app/976120/WARPZONE_DRIFTER/?snr=1_7_7_2300_150_37,0.99,0.49,51,USD,2020-04-25,14:51:21.633822
lost in harmony,https://store.steampowered.com/app/509400/Lost_in_Harmony/?snr=1_7_7_2300_150_37,6.99,1.74,75,USD,2020-04-25,14:51:21.634822
one bit arena,https://store.steampowered.com/app/803270/One_Bit_Arena/?snr=1_7_7_2300_150_37,2.99,0.50,83,USD,2020-04-25,14:51:21.634822
ghost grab 3000,https://store.steampowered.com/app/1047580/Ghost_Grab_3000/?snr=1_7_7_2300_150_37,4.99,2.49,50,USD,2020-04-25,14:51:21.635821
hentai climber,https://store.steampowered.com/app/1173350/HENTAI_CLIMBER/?snr=1_7_7_2300_150_37,0.99,0.49,51,USD,2020-04-25,14:51:21.635821
octopticom,https://store.steampowered.com/app/943190/OCTOPTICOM/?snr=1_7_7_2300_150_37,9.99,5.99,40,USD,2020-04-25,14:51:21.636820
killing room,https://store.steampowered.com/app/407560/Killing_Room/?snr=1_7_7_2300_150_37,9.99,7.99,20,USD,2020-04-25,14:51:21.636820
sweet volley high,https://store.steampowered.com/app/523730/Sweet_Volley_High/?snr=1_7_7_2300_150_37,9.99,4.99,50,USD,2020-04-25,14:51:21.637820
nyasha valkyrie,https://store.steampowered.com/app/1061470/Nyasha_Valkyrie/?snr=1_7_7_2300_150_37,0.99,0.49,51,USD,2020-04-25,14:51:21.637820
attack of the killer furries,https://store.steampowered.com/app/846440/ATTACK_OF_THE_KILLER_FURRIES/?snr=1_7_7_2300_150_37,2.99,1.49,50,USD,2020-04-25,14:51:21.638819
anime rpg puzzles,https://store.steampowered.com/app/1271830/Anime_RPG_Puzzles/?snr=1_7_7_2300_150_37,2.99,2.24,25,USD,2020-04-25,14:51:21.638819
up left out,https://store.steampowered.com/app/867380/Up_Left_Out/?snr=1_7_7_2300_150_37,0.99,0.69,30,USD,2020-04-25,14:51:21.639819
detached: non-vr edition,https://store.steampowered.com/app/848410/Detached_NonVR_Edition/?snr=1_7_7_2300_150_37,14.99,2.99,80,USD,2020-04-25,14:51:21.639819
magma chamber,https://store.steampowered.com/app/463240/Magma_Chamber/?snr=1_7_7_2300_150_38,0.99,0.49,51,USD,2020-04-25,14:51:23.053525
over the hills and far away,https://store.steampowered.com/app/396860/Over_The_Hills_And_Far_Away/?snr=1_7_7_2300_150_38,5.99,4.49,25,USD,2020-04-25,14:51:23.054523
mercury race,https://store.steampowered.com/app/817530/Mercury_Race/?snr=1_7_7_2300_150_38,7.99,1.99,75,USD,2020-04-25,14:51:23.054523
armada 2526 gold edition,https://store.steampowered.com/app/229970/Armada_2526_Gold_Edition/?snr=1_7_7_2300_150_38,19.99,3.59,82,USD,2020-04-25,14:51:23.055514
rogue stormers,https://store.steampowered.com/app/299480/Rogue_Stormers/?snr=1_7_7_2300_150_38,19.99,3.99,80,USD,2020-04-25,14:51:23.055514
giana sisters 2d,https://store.steampowered.com/app/350770/Giana_Sisters_2D/?snr=1_7_7_2300_150_38,7.99,1.59,80,USD,2020-04-25,14:51:23.056523
deep dungeon: gym,https://store.steampowered.com/app/1067050/Deep_Dungeon_Gym/?snr=1_7_7_2300_150_38,0.99,0.49,51,USD,2020-04-25,14:51:23.056523
alone?,https://store.steampowered.com/app/514240/ALONE/?snr=1_7_7_2300_150_38,2.99,1.19,60,USD,2020-04-25,14:51:23.057522
ceress and orea,https://store.steampowered.com/app/820900/Ceress_and_Orea/?snr=1_7_7_2300_150_38,1.99,1.19,40,USD,2020-04-25,14:51:23.057522
3d chess,https://store.steampowered.com/app/535700/3D_Chess/?snr=1_7_7_2300_150_38,9.99,1.99,80,USD,2020-04-25,14:51:23.058514
sacred almanac traces of greed,https://store.steampowered.com/app/544650/Sacred_Almanac_Traces_of_Greed/?snr=1_7_7_2300_150_38,4.99,2.49,50,USD,2020-04-25,14:51:23.058514
cally's caves 3,https://store.steampowered.com/app/418120/Callys_Caves_3/?snr=1_7_7_2300_150_38,6.99,2.09,70,USD,2020-04-25,14:51:23.059502
please close the doors,https://store.steampowered.com/app/778850/Please_close_the_doors/?snr=1_7_7_2300_150_38,4.99,0.49,90,USD,2020-04-25,14:51:23.059502
street arena,https://store.steampowered.com/app/347820/Street_Arena/?snr=1_7_7_2300_150_38,6.99,0.69,90,USD,2020-04-25,14:51:23.060507
car mechanic manager,https://store.steampowered.com/app/397840/Car_Mechanic_Manager/?snr=1_7_7_2300_150_38,4.99,0.49,90,USD,2020-04-25,14:51:23.060507
hotel dracula,https://store.steampowered.com/app/711770/Hotel_Dracula/?snr=1_7_7_2300_150_38,4.99,0.49,90,USD,2020-04-25,14:51:23.061493
god of failure,https://store.steampowered.com/app/709190/God_of_Failure/?snr=1_7_7_2300_150_38,3.99,0.59,85,USD,2020-04-25,14:51:23.061493
veggie killer,https://store.steampowered.com/app/789120/VEGGIE_KILLER/?snr=1_7_7_2300_150_38,3.99,1.99,50,USD,2020-04-25,14:51:23.062500
the dragons' twilight,https://store.steampowered.com/app/658050/The_Dragons_Twilight/?snr=1_7_7_2300_150_38,3.99,1.99,50,USD,2020-04-25,14:51:23.062500
viki spotter: megapolis,https://store.steampowered.com/app/800230/Viki_Spotter_Megapolis/?snr=1_7_7_2300_150_38,1.99,0.49,75,USD,2020-04-25,14:51:23.063500
pulstario,https://store.steampowered.com/app/1188000/Pulstario/?snr=1_7_7_2300_150_38,0.99,0.49,51,USD,2020-04-25,14:51:23.064488
mosaic: game of gods ii,https://store.steampowered.com/app/840240/Mosaic_Game_of_Gods_II/?snr=1_7_7_2300_150_38,3.99,1.99,50,USD,2020-04-25,14:51:23.064488
adventurer manager,https://store.steampowered.com/app/280320/Adventurer_Manager/?snr=1_7_7_2300_150_38,4.99,2.49,50,USD,2020-04-25,14:51:23.065514
underwater hunting,https://store.steampowered.com/app/876380/Underwater_hunting/?snr=1_7_7_2300_150_38,0.99,0.55,44,USD,2020-04-25,14:51:23.065514
evil,https://store.steampowered.com/app/594640/Evil/?snr=1_7_7_2300_150_38,0.99,0.49,51,USD,2020-04-25,14:51:23.066497
cube link,https://store.steampowered.com/app/681620/Cube_Link/?snr=1_7_7_2300_150_39,4.99,1.24,75,USD,2020-04-25,14:51:24.913128
pigmentum,https://store.steampowered.com/app/582280/PIGMENTUM/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.913128
infinity racer,https://store.steampowered.com/app/891890/INFINITY_RACER/?snr=1_7_7_2300_150_39,2.99,1.49,50,USD,2020-04-25,14:51:24.914127
the moment of silence,https://store.steampowered.com/app/339840/The_Moment_of_Silence/?snr=1_7_7_2300_150_39,14.99,2.99,80,USD,2020-04-25,14:51:24.914127
tank on tank digital  - west front,https://store.steampowered.com/app/613860/Tank_On_Tank_Digital___West_Front/?snr=1_7_7_2300_150_39,14.99,11.99,20,USD,2020-04-25,14:51:24.915126
gelu,https://store.steampowered.com/app/664610/Gelu/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.915126
stones of sorrow,https://store.steampowered.com/app/373290/Stones_of_Sorrow/?snr=1_7_7_2300_150_39,2.99,0.50,83,USD,2020-04-25,14:51:24.916125
cute girls 可爱的女孩,https://store.steampowered.com/app/958300/Cute_Girls/?snr=1_7_7_2300_150_39,3.99,1.59,60,USD,2020-04-25,14:51:24.916125
space empires iv deluxe,https://store.steampowered.com/app/1610/Space_Empires_IV_Deluxe/?snr=1_7_7_2300_150_39,19.99,4.99,75,USD,2020-04-25,14:51:24.916125
railroad pioneer,https://store.steampowered.com/app/306490/Railroad_Pioneer/?snr=1_7_7_2300_150_39,4.99,0.99,80,USD,2020-04-25,14:51:24.917125
100$,https://store.steampowered.com/app/1016250/100/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.917125
game of puzzles: nature,https://store.steampowered.com/app/1055890/Game_Of_Puzzles_Nature/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.918124
zerozone2020,https://store.steampowered.com/app/1128100/ZeroZone2020/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.918124
rary,https://store.steampowered.com/app/1287710/Rary/?snr=1_7_7_2300_150_39,0.99,0.59,40,USD,2020-04-25,14:51:24.919124
camper jumper simulator,https://store.steampowered.com/app/520380/Camper_Jumper_Simulator/?snr=1_7_7_2300_150_39,2.99,0.50,83,USD,2020-04-25,14:51:24.919124
bunnyrama,https://store.steampowered.com/app/567210/Bunnyrama/?snr=1_7_7_2300_150_39,2.99,1.49,50,USD,2020-04-25,14:51:24.920123
massive effect,https://store.steampowered.com/app/1043360/Massive_Effect/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.920123
carpe lucem - seize the light vr,https://store.steampowered.com/app/433700/Carpe_Lucem__Seize_The_Light_VR/?snr=1_7_7_2300_150_39,14.99,8.99,40,USD,2020-04-25,14:51:24.921123
rowrow,https://store.steampowered.com/app/1001200/ROWROW/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.921123
best plumber,https://store.steampowered.com/app/1166580/Best_Plumber/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.922122
you will never get this achievement,https://store.steampowered.com/app/771410/You_Will_Never_Get_This_Achievement/?snr=1_7_7_2300_150_39,0.99,0.54,45,USD,2020-04-25,14:51:24.922122
dark judgement,https://store.steampowered.com/app/1228790/Dark_Judgement/?snr=1_7_7_2300_150_39,12.99,9.74,25,USD,2020-04-25,14:51:24.923121
frontlines™: fuel of war™,https://store.steampowered.com/app/9460/Frontlines_Fuel_of_War/?snr=1_7_7_2300_150_39,89.99,17.99,80,USD,2020-04-25,14:51:24.923121
amaze halloween,https://store.steampowered.com/app/949030/aMAZE_Halloween/?snr=1_7_7_2300_150_39,0.99,0.49,51,USD,2020-04-25,14:51:24.923121
naboki,https://store.steampowered.com/app/1177130/NABOKI/?snr=1_7_7_2300_150_39,0.99,0.69,30,USD,2020-04-25,14:51:24.924121
dark matter,https://store.steampowered.com/app/251410/Dark_Matter/?snr=1_7_7_2300_150_40,9.99,1.79,82,USD,2020-04-25,14:51:26.335047
jack the barbarian,https://store.steampowered.com/app/852160/Jack_the_Barbarian/?snr=1_7_7_2300_150_40,2.99,1.19,60,USD,2020-04-25,14:51:26.335047
bomberx,https://store.steampowered.com/app/1208900/BomberX/?snr=1_7_7_2300_150_40,1.99,0.99,50,USD,2020-04-25,14:51:26.336046
slap village: reality slap,https://store.steampowered.com/app/480900/Slap_Village_Reality_Slap/?snr=1_7_7_2300_150_40,6.99,4.19,40,USD,2020-04-25,14:51:26.336046
telefrag vr,https://store.steampowered.com/app/916100/Telefrag_VR/?snr=1_7_7_2300_150_40,24.99,14.99,40,USD,2020-04-25,14:51:26.337046
deadly stigma,https://store.steampowered.com/app/835490/Deadly_Stigma/?snr=1_7_7_2300_150_40,0.98,0.49,50,USD,2020-04-25,14:51:26.337046
push,https://store.steampowered.com/app/676430/PUSH/?snr=1_7_7_2300_150_40,0.99,0.69,30,USD,2020-04-25,14:51:26.338045
diner mania,https://store.steampowered.com/app/379600/Diner_Mania/?snr=1_7_7_2300_150_40,3.99,0.51,87,USD,2020-04-25,14:51:26.338045
milky boobs,https://store.steampowered.com/app/747100/MILKY_BOOBS/?snr=1_7_7_2300_150_40,4.99,2.49,50,USD,2020-04-25,14:51:26.339044
mind cubes ⬛ inside the twisted gravity puzzle,https://store.steampowered.com/app/618170/MIND_CUBES__Inside_the_Twisted_Gravity_Puzzle/?snr=1_7_7_2300_150_40,2.99,1.49,50,USD,2020-04-25,14:51:26.339044
1953 - kgb unleashed,https://store.steampowered.com/app/248490/1953__KGB_Unleashed/?snr=1_7_7_2300_150_40,5.99,1.19,80,USD,2020-04-25,14:51:26.340044
delude - succubus prison,https://store.steampowered.com/app/674380/Delude__Succubus_Prison/?snr=1_7_7_2300_150_40,1.99,0.81,59,USD,2020-04-25,14:51:26.340044
art of gravity,https://store.steampowered.com/app/642560/Art_Of_Gravity/?snr=1_7_7_2300_150_40,0.99,0.69,30,USD,2020-04-25,14:51:26.341043
call of the mighty warriors,https://store.steampowered.com/app/485440/Call_Of_The_Mighty_Warriors/?snr=1_7_7_2300_150_40,0.99,0.49,51,USD,2020-04-25,14:51:26.341043
desktop tree,https://store.steampowered.com/app/913110/Desktop_Tree/?snr=1_7_7_2300_150_40,0.99,0.54,45,USD,2020-04-25,14:51:26.342043
countryballs: over the world,https://store.steampowered.com/app/784940/Countryballs_Over_The_World/?snr=1_7_7_2300_150_40,1.99,0.49,75,USD,2020-04-25,14:51:26.342043
mobile forces,https://store.steampowered.com/app/837940/Mobile_Forces/?snr=1_7_7_2300_150_40,3.99,1.19,70,USD,2020-04-25,14:51:26.343042
impossible geometry,https://store.steampowered.com/app/406670/Impossible_Geometry/?snr=1_7_7_2300_150_40,0.99,0.49,51,USD,2020-04-25,14:51:26.343042
cally's caves 4,https://store.steampowered.com/app/642580/Callys_Caves_4/?snr=1_7_7_2300_150_40,9.99,2.99,70,USD,2020-04-25,14:51:26.344043
time to parkour,https://store.steampowered.com/app/1014590/Time_To_Parkour/?snr=1_7_7_2300_150_40,0.99,0.49,51,USD,2020-04-25,14:51:26.344043
yet another hero story,https://store.steampowered.com/app/1106150/Yet_Another_Hero_Story/?snr=1_7_7_2300_150_40,4.99,3.24,35,USD,2020-04-25,14:51:26.345041
no king no kingdom vr,https://store.steampowered.com/app/946700/No_King_No_Kingdom_VR/?snr=1_7_7_2300_150_40,19.99,11.99,40,USD,2020-04-25,14:51:26.346041
fog of war,https://store.steampowered.com/app/574080/Fog_of_War/?snr=1_7_7_2300_150_40,6.99,3.98,43,USD,2020-04-25,14:51:26.347040
wings over europe,https://store.steampowered.com/app/281580/Wings_Over_Europe/?snr=1_7_7_2300_150_40,9.99,1.99,80,USD,2020-04-25,14:51:26.347040
blaite,https://store.steampowered.com/app/461730/Blaite/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.089340
knack!,https://store.steampowered.com/app/802810/KNACK/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.089340
alpha zylon,https://store.steampowered.com/app/313210/Alpha_Zylon/?snr=1_7_7_2300_150_41,4.99,0.99,80,USD,2020-04-25,14:51:28.090340
cerdocornio,https://store.steampowered.com/app/528700/Cerdocornio/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.090340
bunker constructor,https://store.steampowered.com/app/364980/Bunker_Constructor/?snr=1_7_7_2300_150_41,4.99,0.99,80,USD,2020-04-25,14:51:28.091339
holy avatar vs. maidens of the dead,https://store.steampowered.com/app/261720/Holy_Avatar_vs_Maidens_of_the_Dead/?snr=1_7_7_2300_150_41,9.99,1.99,80,USD,2020-04-25,14:51:28.092339
rage runner,https://store.steampowered.com/app/279520/Rage_Runner/?snr=1_7_7_2300_150_41,4.99,0.99,80,USD,2020-04-25,14:51:28.092339
solaria moon,https://store.steampowered.com/app/623930/Solaria_Moon/?snr=1_7_7_2300_150_41,4.99,0.99,80,USD,2020-04-25,14:51:28.093338
fishermurs,https://store.steampowered.com/app/564210/Fishermurs/?snr=1_7_7_2300_150_41,2.99,1.43,52,USD,2020-04-25,14:51:28.093338
aces of the luftwaffe,https://store.steampowered.com/app/353940/Aces_of_the_Luftwaffe/?snr=1_7_7_2300_150_41,4.99,0.99,80,USD,2020-04-25,14:51:28.094341
bernie’s nightmare,https://store.steampowered.com/app/894390/Bernies_Nightmare/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.095344
tidalis,https://store.steampowered.com/app/40420/Tidalis/?snr=1_7_7_2300_150_41,4.99,1.24,75,USD,2020-04-25,14:51:28.095344
redemption: saints and sinners,https://store.steampowered.com/app/364910/Redemption_Saints_And_Sinners/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.096336
sleep attack,https://store.steampowered.com/app/366210/Sleep_Attack/?snr=1_7_7_2300_150_41,6.99,1.39,80,USD,2020-04-25,14:51:28.096336
rad rodgers - radical edition,https://store.steampowered.com/app/805660/Rad_Rodgers__Radical_Edition/?snr=1_7_7_2300_150_41,19.99,3.99,80,USD,2020-04-25,14:51:28.097336
remote life,https://store.steampowered.com/app/1126420/REMOTE_LIFE/?snr=1_7_7_2300_150_41,18.99,11.39,40,USD,2020-04-25,14:51:28.097336
essence,https://store.steampowered.com/app/482440/ESSENCE/?snr=1_7_7_2300_150_41,20.00,12.00,40,USD,2020-04-25,14:51:28.098335
advancity,https://store.steampowered.com/app/1197110/Advancity/?snr=1_7_7_2300_150_41,14.99,13.49,10,USD,2020-04-25,14:51:28.098335
skull rush,https://store.steampowered.com/app/587210/Skull_Rush/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.099335
rush to adventure,https://store.steampowered.com/app/674210/Rush_to_Adventure/?snr=1_7_7_2300_150_41,9.99,2.49,75,USD,2020-04-25,14:51:28.099335
education,https://store.steampowered.com/app/1261880/Education/?snr=1_7_7_2300_150_41,2.99,2.69,10,USD,2020-04-25,14:51:28.100334
biotope,https://store.steampowered.com/app/549040/Biotope/?snr=1_7_7_2300_150_41,19.99,15.99,20,USD,2020-04-25,14:51:28.100334
ultimate spinner simulator - unstress yourself,https://store.steampowered.com/app/730030/Ultimate_Spinner_Simulator__Unstress_Yourself/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.101333
geneforge 5: overthrow,https://store.steampowered.com/app/201010/Geneforge_5_Overthrow/?snr=1_7_7_2300_150_41,19.99,5.99,70,USD,2020-04-25,14:51:28.101333
other worlds india,https://store.steampowered.com/app/576050/Other_Worlds_India/?snr=1_7_7_2300_150_41,0.99,0.49,51,USD,2020-04-25,14:51:28.102333
chibi volleyball,https://store.steampowered.com/app/1100200/Chibi_Volleyball/?snr=1_7_7_2300_150_42,1.99,1.19,40,USD,2020-04-25,14:51:29.979449
christmas adventure: candy storm,https://store.steampowered.com/app/456430/Christmas_Adventure_Candy_Storm/?snr=1_7_7_2300_150_42,1.99,1.19,40,USD,2020-04-25,14:51:29.979449
cold war,https://store.steampowered.com/app/260650/Cold_War/?snr=1_7_7_2300_150_42,4.99,1.24,75,USD,2020-04-25,14:51:29.980448
the last hope: trump vs mafia - north korea,https://store.steampowered.com/app/581030/The_Last_Hope_Trump_vs_Mafia__North_Korea/?snr=1_7_7_2300_150_42,0.99,0.49,51,USD,2020-04-25,14:51:29.980448
love bites,https://store.steampowered.com/app/617970/Love_Bites/?snr=1_7_7_2300_150_42,19.99,12.99,35,USD,2020-04-25,14:51:29.981437
darkness assault,https://store.steampowered.com/app/332790/Darkness_Assault/?snr=1_7_7_2300_150_42,0.99,0.49,51,USD,2020-04-25,14:51:29.981437
travel riddles: trip to india,https://store.steampowered.com/app/604980/Travel_Riddles_Trip_To_India/?snr=1_7_7_2300_150_42,9.99,5.99,40,USD,2020-04-25,14:51:29.982437
a.i.m. racing,https://store.steampowered.com/app/46200/AIM_Racing/?snr=1_7_7_2300_150_42,2.99,0.68,77,USD,2020-04-25,14:51:29.982437
mystika 3 : awakening of the dragons,https://store.steampowered.com/app/652570/Mystika_3__Awakening_of_the_dragons/?snr=1_7_7_2300_150_42,4.99,3.34,33,USD,2020-04-25,14:51:29.983436
hare in the hat,https://store.steampowered.com/app/359810/Hare_In_The_Hat/?snr=1_7_7_2300_150_42,1.99,0.99,50,USD,2020-04-25,14:51:29.983436
solarix,https://store.steampowered.com/app/284990/Solarix/?snr=1_7_7_2300_150_42,19.99,4.99,75,USD,2020-04-25,14:51:29.984446
secondspeed,https://store.steampowered.com/app/599990/SecondSpeed/?snr=1_7_7_2300_150_42,1.99,0.49,75,USD,2020-04-25,14:51:29.984446
devil guns,https://store.steampowered.com/app/700780/DEVIL_GUNS/?snr=1_7_7_2300_150_42,3.99,1.99,50,USD,2020-04-25,14:51:29.984446
type defense,https://store.steampowered.com/app/904440/Type_Defense/?snr=1_7_7_2300_150_42,0.99,0.54,45,USD,2020-04-25,14:51:29.985721
oo,https://store.steampowered.com/app/367570/oO/?snr=1_7_7_2300_150_42,0.99,0.69,30,USD,2020-04-25,14:51:29.986710
heart of moon : the mask of seasons,https://store.steampowered.com/app/976960/Heart_of_Moon__The_Mask_of_Seasons/?snr=1_7_7_2300_150_42,5.99,4.01,33,USD,2020-04-25,14:51:29.986710
u-boats,https://store.steampowered.com/app/404890/UBoats/?snr=1_7_7_2300_150_42,0.99,0.49,51,USD,2020-04-25,14:51:29.987715
hostil,https://store.steampowered.com/app/726200/Hostil/?snr=1_7_7_2300_150_42,2.99,2.09,30,USD,2020-04-25,14:51:29.987715
marble mayhem: fragile ball,https://store.steampowered.com/app/370510/Marble_Mayhem_Fragile_Ball/?snr=1_7_7_2300_150_42,1.99,0.49,75,USD,2020-04-25,14:51:29.988699
party pumper,https://store.steampowered.com/app/1152440/Party_Pumper/?snr=1_7_7_2300_150_42,8.99,6.29,30,USD,2020-04-25,14:51:29.988699
shine's adventures 3 (sea fight),https://store.steampowered.com/app/1208050/Shines_Adventures_3_Sea_Fight/?snr=1_7_7_2300_150_42,2.99,1.79,40,USD,2020-04-25,14:51:29.989698
resilience wave survival,https://store.steampowered.com/app/429490/Resilience_Wave_Survival/?snr=1_7_7_2300_150_42,4.99,1.24,75,USD,2020-04-25,14:51:29.989698
self 自己,https://store.steampowered.com/app/1074170/SELF/?snr=1_7_7_2300_150_42,4.99,3.99,20,USD,2020-04-25,14:51:29.990708
insane cold: back to the ice age,https://store.steampowered.com/app/764010/Insane_Cold_Back_to_the_Ice_Age/?snr=1_7_7_2300_150_42,1.99,0.99,50,USD,2020-04-25,14:51:29.990708
my own little planet,https://store.steampowered.com/app/603250/My_Own_Little_Planet/?snr=1_7_7_2300_150_42,5.99,1.49,75,USD,2020-04-25,14:51:29.991707
marble trap,https://store.steampowered.com/app/1145560/Marble_Trap/?snr=1_7_7_2300_150_43,0.99,0.59,40,USD,2020-04-25,14:51:32.179024
efflorescence of lust,https://store.steampowered.com/app/1215260/Efflorescence_of_Lust/?snr=1_7_7_2300_150_43,1.99,1.49,25,USD,2020-04-25,14:51:32.180034
existentia,https://store.steampowered.com/app/511340/Existentia/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.180034
star advent,https://store.steampowered.com/app/804210/Star_Advent/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.181026
tractorball,https://store.steampowered.com/app/683790/Tractorball/?snr=1_7_7_2300_150_43,9.99,2.49,75,USD,2020-04-25,14:51:32.182010
mars power industries deluxe,https://store.steampowered.com/app/977230/Mars_Power_Industries_Deluxe/?snr=1_7_7_2300_150_43,2.99,2.24,25,USD,2020-04-25,14:51:32.182010
worlds of magic,https://store.steampowered.com/app/265970/Worlds_of_Magic/?snr=1_7_7_2300_150_43,24.99,2.49,90,USD,2020-04-25,14:51:32.183025
pinball 2018,https://store.steampowered.com/app/856430/Pinball_2018/?snr=1_7_7_2300_150_43,1.99,0.49,75,USD,2020-04-25,14:51:32.183025
the agony,https://store.steampowered.com/app/568720/The_Agony/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.184024
nark the dragon,https://store.steampowered.com/app/763740/NARK_THE_DRAGON/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.184024
discouraged workers teen,https://store.steampowered.com/app/432180/Discouraged_Workers_TEEN/?snr=1_7_7_2300_150_43,4.99,1.24,75,USD,2020-04-25,14:51:32.185018
inca marbles,https://store.steampowered.com/app/862210/Inca_Marbles/?snr=1_7_7_2300_150_43,1.99,0.49,75,USD,2020-04-25,14:51:32.185018
borderlands game of the year enhanced,https://store.steampowered.com/app/729040/Borderlands_Game_of_the_Year_Enhanced/?snr=1_7_7_2300_150_43,29.99,9.90,67,USD,2020-04-25,14:51:32.186018
boxing school,https://store.steampowered.com/app/939990/Boxing_School/?snr=1_7_7_2300_150_43,9.99,4.99,50,USD,2020-04-25,14:51:32.186018
tricky cat,https://store.steampowered.com/app/1042330/Tricky_Cat/?snr=1_7_7_2300_150_43,0.99,0.59,40,USD,2020-04-25,14:51:32.186018
lawnmower game 2: drifter,https://store.steampowered.com/app/749550/Lawnmower_Game_2_Drifter/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.187017
don't touch the walls,https://store.steampowered.com/app/796600/DONT_touch_the_walls/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.187017
racer 8,https://store.steampowered.com/app/292380/Racer_8/?snr=1_7_7_2300_150_43,4.99,1.24,75,USD,2020-04-25,14:51:32.188016
clicker achievements - the impossible challenge,https://store.steampowered.com/app/877370/CLICKER_ACHIEVEMENTS__THE_IMPOSSIBLE_CHALLENGE/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.188016
quanect,https://store.steampowered.com/app/745940/Quanect/?snr=1_7_7_2300_150_43,1.99,0.49,75,USD,2020-04-25,14:51:32.189016
galactic core: the lost fleet (vr),https://store.steampowered.com/app/571860/Galactic_Core_The_Lost_Fleet_VR/?snr=1_7_7_2300_150_43,9.99,1.99,80,USD,2020-04-25,14:51:32.189016
alien attack,https://store.steampowered.com/app/391310/Alien_Attack/?snr=1_7_7_2300_150_43,1.99,0.59,70,USD,2020-04-25,14:51:32.190015
tal: arctic,https://store.steampowered.com/app/887850/TAL_Arctic/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.190015
armored train,https://store.steampowered.com/app/879620/Armored_Train/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.191015
horny fighter,https://store.steampowered.com/app/868890/Horny_Fighter/?snr=1_7_7_2300_150_43,0.99,0.49,51,USD,2020-04-25,14:51:32.191015
hyperspeed,https://store.steampowered.com/app/347260/Hyperspeed/?snr=1_7_7_2300_150_44,6.99,1.74,75,USD,2020-04-25,14:51:33.972448
hard place,https://store.steampowered.com/app/763520/Hard_Place/?snr=1_7_7_2300_150_44,1.99,0.49,75,USD,2020-04-25,14:51:33.973447
随风而逝/story about times,https://store.steampowered.com/app/989430/Story_About_Times/?snr=1_7_7_2300_150_44,4.99,3.49,30,USD,2020-04-25,14:51:33.973447
bondage girl,https://store.steampowered.com/app/1186260/Bondage_Girl/?snr=1_7_7_2300_150_44,4.99,3.49,30,USD,2020-04-25,14:51:33.974442
girl mod | girls vr (create + pose in vr),https://store.steampowered.com/app/879610/Girl_Mod__GIRLS_VR_create__pose_in_VR/?snr=1_7_7_2300_150_44,19.99,13.99,30,USD,2020-04-25,14:51:33.974442
princess maker go!go! princess,https://store.steampowered.com/app/724260/Princess_Maker_GoGo_Princess/?snr=1_7_7_2300_150_44,9.99,8.99,10,USD,2020-04-25,14:51:33.975432
night mysteries: the amphora prisoner,https://store.steampowered.com/app/348870/Night_Mysteries_The_Amphora_Prisoner/?snr=1_7_7_2300_150_44,1.99,0.99,50,USD,2020-04-25,14:51:33.976432
geneforge 2,https://store.steampowered.com/app/200980/Geneforge_2/?snr=1_7_7_2300_150_44,19.99,5.99,70,USD,2020-04-25,14:51:33.977431
geneforge 3,https://store.steampowered.com/app/200990/Geneforge_3/?snr=1_7_7_2300_150_44,19.99,5.99,70,USD,2020-04-25,14:51:33.978431
geneforge 4: rebellion,https://store.steampowered.com/app/201000/Geneforge_4_Rebellion/?snr=1_7_7_2300_150_44,19.99,5.99,70,USD,2020-04-25,14:51:33.979434
