title,link,original,sale,discount,currency,date,time
void destroyer 2,https://store.steampowered.com/app/369530/Void_Destroyer_2/?snr=1_7_7_2300_150_14,19.99,13.99,30,USD,2020-04-25,14:50:39.091119
god's basement,https://store.steampowered.com/app/753930/Gods_Basement/?snr=1_7_7_2300_150_14,14.99,2.99,80,USD,2020-04-25,14:50:39.092119
next day: survival,https://store.steampowered.com/app/519190/Next_Day_Survival/?snr=1_7_7_2300_150_14,9.99,1.49,85,USD,2020-04-25,14:50:39.092119
rage in peace,https://store.steampowered.com/app/658690/Rage_in_Peace/?snr=1_7_7_2300_150_14,12.99,5.19,60,USD,2020-04-25,14:50:39.093110
survival: postapocalypse now,https://store.steampowered.com/app/351290/SURVIVAL_Postapocalypse_Now/?snr=1_7_7_2300_150_14,7.99,3.91,51,USD,2020-04-25,14:50:39.093110
journey of a roach,https://store.steampowered.com/app/255300/Journey_of_a_Roach/?snr=1_7_7_2300_150_14,6.99,0.69,90,USD,2020-04-25,14:50:39.094118
darksiders ii deathinitive edition,https://store.steampowered.com/app/388410/Darksiders_II_Deathinitive_Edition/?snr=1_7_7_2300_150_14,89.99,17.99,80,USD,2020-04-25,14:50:39.094118
decay: the mare,https://store.steampowered.com/app/323720/Decay_The_Mare/?snr=1_7_7_2300_150_14,4.99,0.49,90,USD,2020-04-25,14:50:39.095116
rock 'n' roll defense,https://store.steampowered.com/app/438480/Rock_N_Roll_Defense/?snr=1_7_7_2300_150_14,4.99,0.49,90,USD,2020-04-25,14:50:39.095116
the tiny bang story,https://store.steampowered.com/app/96000/The_Tiny_Bang_Story/?snr=1_7_7_2300_150_14,4.99,0.99,80,USD,2020-04-25,14:50:39.096122
pamali: indonesian folklore horror,https://store.steampowered.com/app/854570/Pamali_Indonesian_Folklore_Horror/?snr=1_7_7_2300_150_14,4.99,2.49,50,USD,2020-04-25,14:50:39.096122
a new beginning - final cut,https://store.steampowered.com/app/105000/A_New_Beginning__Final_Cut/?snr=1_7_7_2300_150_14,9.99,0.99,90,USD,2020-04-25,14:50:39.097115
mx vs. atv reflex,https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/?snr=1_7_7_2300_150_14,89.99,17.99,80,USD,2020-04-25,14:50:39.097115
dangerous waters,https://store.steampowered.com/app/1600/Dangerous_Waters/?snr=1_7_7_2300_150_14,29.99,5.99,80,USD,2020-04-25,14:50:39.097115
detective di: the silk rose murders | 狄仁杰之锦蔷薇,https://store.steampowered.com/app/792040/Detective_Di_The_Silk_Rose_Murders/?snr=1_7_7_2300_150_15,10.99,6.59,40,USD,2020-04-25,14:50:41.058651
never again,https://store.steampowered.com/app/430070/Never_Again/?snr=1_7_7_2300_150_15,13.99,5.59,60,USD,2020-04-25,14:50:41.059641
virtual fighting championship (vfc),https://store.steampowered.com/app/779130/Virtual_Fighting_Championship_VFC/?snr=1_7_7_2300_150_15,19.99,11.99,40,USD,2020-04-25,14:50:41.059641
dungeon escape vr,https://store.steampowered.com/app/618920/Dungeon_Escape_VR/?snr=1_7_7_2300_150_15,4.99,1.49,70,USD,2020-04-25,14:50:41.060641
the franz kafka videogame,https://store.steampowered.com/app/392280/The_Franz_Kafka_Videogame/?snr=1_7_7_2300_150_15,6.99,0.69,90,USD,2020-04-25,14:50:41.061640
resequenced,https://store.steampowered.com/app/845490/RESEQUENCED/?snr=1_7_7_2300_150_15,7.99,7.19,10,USD,2020-04-25,14:50:41.061640
run of mydan,https://store.steampowered.com/app/640300/Run_Of_Mydan/?snr=1_7_7_2300_150_15,19.99,2.99,85,USD,2020-04-25,14:50:41.062638
cultures: northland + 8th wonder of the world,https://store.steampowered.com/sub/63734/?snr=1_7_7_2300_150_15,7.99,0.79,90,USD,2020-04-25,14:50:41.062638
spacescape,https://store.steampowered.com/app/639560/Spacescape/?snr=1_7_7_2300_150_15,7.99,2.39,70,USD,2020-04-25,14:50:41.063638
contagion vr: outbreak,https://store.steampowered.com/app/676840/Contagion_VR_Outbreak/?snr=1_7_7_2300_150_15,19.99,13.39,33,USD,2020-04-25,14:50:41.063638
complete naval combat pack,https://store.steampowered.com/sub/200/?snr=1_7_7_2300_150_15,29.99,5.99,80,USD,2020-04-25,14:50:41.064637
fim speedway grand prix 15,https://store.steampowered.com/app/348820/FIM_Speedway_Grand_Prix_15/?snr=1_7_7_2300_150_15,19.99,3.99,80,USD,2020-04-25,14:50:41.064637
六阶谜题 six-step mystery,https://store.steampowered.com/app/1164000/_sixstep_mystery/?snr=1_7_7_2300_150_15,6.99,5.24,25,USD,2020-04-25,14:50:41.065637
nexus - the jupiter incident,https://store.steampowered.com/app/6420/Nexus__The_Jupiter_Incident/?snr=1_7_7_2300_150_15,9.99,1.99,80,USD,2020-04-25,14:50:41.065637
x-com: ufo defense,https://store.steampowered.com/app/7760/XCOM_UFO_Defense/?snr=1_7_7_2300_150_15,4.99,1.24,75,USD,2020-04-25,14:50:41.066636
8-bit invaders!,https://store.steampowered.com/app/531680/8Bit_Invaders/?snr=1_7_7_2300_150_15,14.99,7.49,50,USD,2020-04-25,14:50:41.066636
unworthy,https://store.steampowered.com/app/613190/Unworthy/?snr=1_7_7_2300_150_15,14.99,7.49,50,USD,2020-04-25,14:50:41.067635
super indie karts,https://store.steampowered.com/app/323670/Super_Indie_Karts/?snr=1_7_7_2300_150_15,14.99,7.49,50,USD,2020-04-25,14:50:41.067635
spinnortality | cyberpunk management sim,https://store.steampowered.com/app/822990/Spinnortality__cyberpunk_management_sim/?snr=1_7_7_2300_150_15,9.99,7.99,20,USD,2020-04-25,14:50:41.068635
munin,https://store.steampowered.com/app/281750/Munin/?snr=1_7_7_2300_150_15,4.99,0.49,90,USD,2020-04-25,14:50:41.068635
fit for a king,https://store.steampowered.com/app/1110380/Fit_For_a_King/?snr=1_7_7_2300_150_15,9.99,6.99,30,USD,2020-04-25,14:50:41.069634
永遠消失的幻想鄉 ～ the disappearing of gensokyo,https://store.steampowered.com/app/776490/__The_Disappearing_of_Gensokyo/?snr=1_7_7_2300_150_15,10.99,7.69,30,USD,2020-04-25,14:50:41.069634
1954 alcatraz,https://store.steampowered.com/app/255280/1954_Alcatraz/?snr=1_7_7_2300_150_15,9.99,0.99,90,USD,2020-04-25,14:50:41.070634
blackguards 2,https://store.steampowered.com/app/314830/Blackguards_2/?snr=1_7_7_2300_150_15,14.99,1.49,90,USD,2020-04-25,14:50:41.070634
a gummy's life,https://store.steampowered.com/app/585190/A_Gummys_Life/?snr=1_7_7_2300_150_15,14.99,8.99,40,USD,2020-04-25,14:50:41.071633
rive: wreck\, hack\, die\, retry!,https://store.steampowered.com/app/278100/RIVE_Wreck_Hack_Die_Retry/?snr=1_7_7_2300_150_16,14.99,1.49,90,USD,2020-04-25,14:50:42.838390
queen's quest 2: stories of forgotten past,https://store.steampowered.com/app/558790/Queens_Quest_2_Stories_of_Forgotten_Past/?snr=1_7_7_2300_150_16,9.99,2.99,70,USD,2020-04-25,14:50:42.838390
shadowgrounds survivor,https://store.steampowered.com/app/11200/Shadowgrounds_Survivor/?snr=1_7_7_2300_150_16,9.99,1.99,80,USD,2020-04-25,14:50:42.839389
temple of aluxes,https://store.steampowered.com/app/700620/Temple_of_Aluxes/?snr=1_7_7_2300_150_16,7.99,2.39,70,USD,2020-04-25,14:50:42.839389
discolored,https://store.steampowered.com/app/933860/Discolored/?snr=1_7_7_2300_150_16,7.99,4.39,45,USD,2020-04-25,14:50:42.840389
dollhouse,https://store.steampowered.com/app/280850/Dollhouse/?snr=1_7_7_2300_150_16,19.99,3.99,80,USD,2020-04-25,14:50:42.840389
gearcity,https://store.steampowered.com/app/285110/GearCity/?snr=1_7_7_2300_150_16,19.99,15.99,20,USD,2020-04-25,14:50:42.841389
bartender vr simulator,https://store.steampowered.com/app/704300/Bartender_VR_Simulator/?snr=1_7_7_2300_150_16,19.99,15.99,20,USD,2020-04-25,14:50:42.841389
nukgames pack,https://store.steampowered.com/sub/96994/?snr=1_7_7_2300_150_16,4.99,0.49,90,USD,2020-04-25,14:50:42.842389
oh my gore!,https://store.steampowered.com/app/319760/Oh_My_Gore/?snr=1_7_7_2300_150_16,1.99,0.49,75,USD,2020-04-25,14:50:42.842389
bullet roulette vr,https://store.steampowered.com/app/1103880/Bullet_Roulette_VR/?snr=1_7_7_2300_150_16,5.99,4.19,30,USD,2020-04-25,14:50:42.843378
streets of fury ex,https://store.steampowered.com/app/350910/Streets_of_Fury_EX/?snr=1_7_7_2300_150_16,9.99,2.49,75,USD,2020-04-25,14:50:42.843378
zanzarah: the hidden portal,https://store.steampowered.com/app/384570/Zanzarah_The_Hidden_Portal/?snr=1_7_7_2300_150_16,7.99,0.79,90,USD,2020-04-25,14:50:42.844377
toki tori 2+,https://store.steampowered.com/app/201420/Toki_Tori_2/?snr=1_7_7_2300_150_16,14.99,1.49,90,USD,2020-04-25,14:50:42.845376
shadowgrounds,https://store.steampowered.com/app/2500/Shadowgrounds/?snr=1_7_7_2300_150_16,6.99,1.39,80,USD,2020-04-25,14:50:42.845376
red rope: don't fall behind,https://store.steampowered.com/app/381880/Red_Rope_Dont_Fall_Behind/?snr=1_7_7_2300_150_16,7.99,3.99,50,USD,2020-04-25,14:50:42.846386
shooting stars!,https://store.steampowered.com/app/415350/Shooting_Stars/?snr=1_7_7_2300_150_16,4.99,0.49,90,USD,2020-04-25,14:50:42.846386
master of pottery,https://store.steampowered.com/app/1160490/Master_Of_Pottery/?snr=1_7_7_2300_150_16,3.99,3.11,22,USD,2020-04-25,14:50:42.847386
bus driver simulator 2019,https://store.steampowered.com/app/679260/Bus_Driver_Simulator_2019/?snr=1_7_7_2300_150_16,19.99,7.99,60,USD,2020-04-25,14:50:42.847386
the last federation,https://store.steampowered.com/app/273070/The_Last_Federation/?snr=1_7_7_2300_150_16,19.99,4.99,75,USD,2020-04-25,14:50:42.848390
look inside,https://store.steampowered.com/app/1119710/looK_INside/?snr=1_7_7_2300_150_16,7.99,3.99,50,USD,2020-04-25,14:50:42.848390
darkestville castle,https://store.steampowered.com/app/689900/Darkestville_Castle/?snr=1_7_7_2300_150_16,14.99,4.49,70,USD,2020-04-25,14:50:42.849385
distraint: deluxe edition,https://store.steampowered.com/app/395170/DISTRAINT_Deluxe_Edition/?snr=1_7_7_2300_150_16,4.99,0.84,83,USD,2020-04-25,14:50:42.849385
abyss: the wraiths of eden,https://store.steampowered.com/app/284710/Abyss_The_Wraiths_of_Eden/?snr=1_7_7_2300_150_16,9.99,2.99,70,USD,2020-04-25,14:50:42.850383
low magic age,https://store.steampowered.com/app/576770/Low_Magic_Age/?snr=1_7_7_2300_150_16,14.99,9.89,34,USD,2020-04-25,14:50:42.850383
airline tycoon deluxe,https://store.steampowered.com/app/331920/Airline_Tycoon_Deluxe/?snr=1_7_7_2300_150_17,9.99,1.99,80,USD,2020-04-25,14:50:44.706586
agatha knife,https://store.steampowered.com/app/618950/Agatha_Knife/?snr=1_7_7_2300_150_17,11.99,5.99,50,USD,2020-04-25,14:50:44.706586
yesterday origins,https://store.steampowered.com/app/465280/Yesterday_Origins/?snr=1_7_7_2300_150_17,14.99,2.99,80,USD,2020-04-25,14:50:44.707587
gas guzzlers extreme gold pack,https://store.steampowered.com/sub/66683/?snr=1_7_7_2300_150_17,34.99,6.29,82,USD,2020-04-25,14:50:44.707587
west sweety,https://store.steampowered.com/app/1186400/West_Sweety/?snr=1_7_7_2300_150_17,1.99,1.65,17,USD,2020-04-25,14:50:44.708586
soul saga,https://store.steampowered.com/app/251590/Soul_Saga/?snr=1_7_7_2300_150_17,19.99,4.99,75,USD,2020-04-25,14:50:44.708586
a walk in the woods,https://store.steampowered.com/app/557900/A_Walk_in_the_Woods/?snr=1_7_7_2300_150_17,1.99,1.79,10,USD,2020-04-25,14:50:44.709584
path of sin: greed,https://store.steampowered.com/app/895420/Path_of_Sin_Greed/?snr=1_7_7_2300_150_17,14.99,5.99,60,USD,2020-04-25,14:50:44.710576
jagged alliance: rage!,https://store.steampowered.com/app/463170/Jagged_Alliance_Rage/?snr=1_7_7_2300_150_17,19.99,4.99,75,USD,2020-04-25,14:50:44.710576
lost lands: the wanderer,https://store.steampowered.com/app/626640/Lost_Lands_The_Wanderer/?snr=1_7_7_2300_150_17,6.99,2.44,65,USD,2020-04-25,14:50:44.711581
hybrid wars,https://store.steampowered.com/app/411540/Hybrid_Wars/?snr=1_7_7_2300_150_17,6.99,1.39,80,USD,2020-04-25,14:50:44.711581
mistover,https://store.steampowered.com/app/909510/MISTOVER/?snr=1_7_7_2300_150_17,29.99,23.99,20,USD,2020-04-25,14:50:44.712584
murder miners,https://store.steampowered.com/app/274900/Murder_Miners/?snr=1_7_7_2300_150_17,2.99,0.89,70,USD,2020-04-25,14:50:44.712584
flamebreak,https://store.steampowered.com/app/399640/Flamebreak/?snr=1_7_7_2300_150_17,9.99,0.99,90,USD,2020-04-25,14:50:44.713583
gomo,https://store.steampowered.com/app/265330/Gomo/?snr=1_7_7_2300_150_17,4.99,0.49,90,USD,2020-04-25,14:50:44.713583
blood 'n bikinis,https://store.steampowered.com/app/596200/Blood_n_Bikinis/?snr=1_7_7_2300_150_17,9.99,5.99,40,USD,2020-04-25,14:50:44.714572
geo,https://store.steampowered.com/app/513480/Geo/?snr=1_7_7_2300_150_17,8.99,2.24,75,USD,2020-04-25,14:50:44.715582
the walking evil,https://store.steampowered.com/app/1215870/The_Walking_Evil/?snr=1_7_7_2300_150_17,12.99,11.69,10,USD,2020-04-25,14:50:44.715582
half dead,https://store.steampowered.com/app/434730/Half_Dead/?snr=1_7_7_2300_150_17,1.99,0.99,50,USD,2020-04-25,14:50:44.716575
yono and the celestial elephants,https://store.steampowered.com/app/602430/Yono_and_the_Celestial_Elephants/?snr=1_7_7_2300_150_17,14.99,5.99,60,USD,2020-04-25,14:50:44.716575
moekuri: adorable + tactical srpg,https://store.steampowered.com/app/529160/Moekuri_Adorable__Tactical_SRPG/?snr=1_7_7_2300_150_17,11.99,4.79,60,USD,2020-04-25,14:50:44.717572
forbidden ingress,https://store.steampowered.com/app/1175200/Forbidden_Ingress/?snr=1_7_7_2300_150_17,4.99,3.99,20,USD,2020-04-25,14:50:44.718571
thunder wolves,https://store.steampowered.com/app/232970/Thunder_Wolves/?snr=1_7_7_2300_150_17,9.99,1.99,80,USD,2020-04-25,14:50:44.719585
music racer,https://store.steampowered.com/app/893030/Music_Racer/?snr=1_7_7_2300_150_17,4.99,2.49,50,USD,2020-04-25,14:50:44.719585
crashday redline edition,https://store.steampowered.com/app/508980/Crashday_Redline_Edition/?snr=1_7_7_2300_150_17,11.99,5.99,50,USD,2020-04-25,14:50:44.720579
the blue flamingo,https://store.steampowered.com/app/302010/The_Blue_Flamingo/?snr=1_7_7_2300_150_18,4.99,1.24,75,USD,2020-04-25,14:50:46.811989
europa universalis iii: divine wind,https://store.steampowered.com/app/25808/Europa_Universalis_III_Divine_Wind/?snr=1_7_7_2300_150_18,9.99,4.99,50,USD,2020-04-25,14:50:46.811989
hard truck apocalypse / ex machina,https://store.steampowered.com/app/285500/Hard_Truck_Apocalypse__Ex_Machina/?snr=1_7_7_2300_150_18,7.99,0.79,90,USD,2020-04-25,14:50:46.812988
arizona derby,https://store.steampowered.com/app/661290/Arizona_Derby/?snr=1_7_7_2300_150_18,18.99,3.79,80,USD,2020-04-25,14:50:46.812988
edge,https://store.steampowered.com/app/38740/EDGE/?snr=1_7_7_2300_150_18,6.99,0.69,90,USD,2020-04-25,14:50:46.813988
fishing adventure,https://store.steampowered.com/app/1101140/Fishing_Adventure/?snr=1_7_7_2300_150_18,4.99,1.99,60,USD,2020-04-25,14:50:46.813988
final battle,https://store.steampowered.com/app/638720/Final_Battle/?snr=1_7_7_2300_150_18,6.99,4.19,40,USD,2020-04-25,14:50:46.814987
giana sisters: twisted dreams,https://store.steampowered.com/app/223220/Giana_Sisters_Twisted_Dreams/?snr=1_7_7_2300_150_18,14.99,2.99,80,USD,2020-04-25,14:50:46.814987
pax romana: romulus,https://store.steampowered.com/app/1034810/Pax_Romana_Romulus/?snr=1_7_7_2300_150_18,8.99,3.32,63,USD,2020-04-25,14:50:46.815986
deep diving simulator,https://store.steampowered.com/app/990030/Deep_Diving_Simulator/?snr=1_7_7_2300_150_18,19.99,3.99,80,USD,2020-04-25,14:50:46.815986
princess maker 5,https://store.steampowered.com/app/724250/Princess_Maker_5/?snr=1_7_7_2300_150_18,29.99,23.99,20,USD,2020-04-25,14:50:46.816986
the night of the rabbit premium edition,https://store.steampowered.com/sub/28005/?snr=1_7_7_2300_150_18,24.99,2.49,90,USD,2020-04-25,14:50:46.817986
reignfall,https://store.steampowered.com/app/935930/Reignfall/?snr=1_7_7_2300_150_18,4.99,1.24,75,USD,2020-04-25,14:50:46.817986
the purring quest,https://store.steampowered.com/app/409100/The_Purring_Quest/?snr=1_7_7_2300_150_18,9.99,1.19,88,USD,2020-04-25,14:50:46.818985
portal of evil: stolen runes collector's edition,https://store.steampowered.com/app/361850/Portal_of_Evil_Stolen_Runes_Collectors_Edition/?snr=1_7_7_2300_150_18,4.99,0.49,90,USD,2020-04-25,14:50:46.818985
bang bang racing,https://store.steampowered.com/app/207020/Bang_Bang_Racing/?snr=1_7_7_2300_150_18,9.99,1.99,80,USD,2020-04-25,14:50:46.819984
faces of war,https://store.steampowered.com/app/289300/Faces_of_War/?snr=1_7_7_2300_150_18,4.99,0.99,80,USD,2020-04-25,14:50:46.820983
some distant memory,https://store.steampowered.com/app/824850/Some_Distant_Memory/?snr=1_7_7_2300_150_18,12.99,7.79,40,USD,2020-04-25,14:50:46.820983
boogeyman 2,https://store.steampowered.com/app/567130/Boogeyman_2/?snr=1_7_7_2300_150_18,4.99,1.99,60,USD,2020-04-25,14:50:46.820983
monobeno-happy end- deluxe,https://store.steampowered.com/app/831660/MonobenoHAPPY_END_Deluxe/?snr=1_7_7_2300_150_18,29.99,14.99,50,USD,2020-04-25,14:50:46.821983
bff or die,https://store.steampowered.com/app/652360/BFF_or_Die/?snr=1_7_7_2300_150_18,9.99,4.99,50,USD,2020-04-25,14:50:46.822982
story of a gladiator,https://store.steampowered.com/app/848060/Story_of_a_Gladiator/?snr=1_7_7_2300_150_18,10.99,4.39,60,USD,2020-04-25,14:50:46.822982
earthworms,https://store.steampowered.com/app/320330/Earthworms/?snr=1_7_7_2300_150_18,5.99,0.59,90,USD,2020-04-25,14:50:46.822982
toki tori,https://store.steampowered.com/app/38700/Toki_Tori/?snr=1_7_7_2300_150_18,4.99,0.49,90,USD,2020-04-25,14:50:46.823981
the crown of leaves,https://store.steampowered.com/app/604330/The_Crown_of_Leaves/?snr=1_7_7_2300_150_18,4.99,3.74,25,USD,2020-04-25,14:50:46.823981
starward rogue,https://store.steampowered.com/app/410820/Starward_Rogue/?snr=1_7_7_2300_150_19,11.99,2.99,75,USD,2020-04-25,14:50:48.722782
escape doodland,https://store.steampowered.com/app/670930/Escape_Doodland/?snr=1_7_7_2300_150_19,9.99,0.99,90,USD,2020-04-25,14:50:48.722782
oakwood,https://store.steampowered.com/app/890970/Oakwood/?snr=1_7_7_2300_150_19,4.99,1.49,70,USD,2020-04-25,14:50:48.723781
hybrid wars - full package,https://store.steampowered.com/sub/127007/?snr=1_7_7_2300_150_19,6.99,1.39,80,USD,2020-04-25,14:50:48.724781
relow,https://store.steampowered.com/app/966070/Relow/?snr=1_7_7_2300_150_19,7.99,3.19,60,USD,2020-04-25,14:50:48.724781
the unwelcomed,https://store.steampowered.com/app/504560/The_Unwelcomed/?snr=1_7_7_2300_150_19,9.99,3.09,69,USD,2020-04-25,14:50:48.725780
toby: the secret mine,https://store.steampowered.com/app/395160/Toby_The_Secret_Mine/?snr=1_7_7_2300_150_19,9.99,1.99,80,USD,2020-04-25,14:50:48.725780
over 9000 zombies!,https://store.steampowered.com/app/273500/Over_9000_Zombies/?snr=1_7_7_2300_150_19,1.99,0.49,75,USD,2020-04-25,14:50:48.726780
streamer daily,https://store.steampowered.com/app/1058380/Streamer_Daily/?snr=1_7_7_2300_150_19,17.99,14.39,20,USD,2020-04-25,14:50:48.726780
acid spy,https://store.steampowered.com/app/817230/Acid_Spy/?snr=1_7_7_2300_150_19,5.99,1.19,80,USD,2020-04-25,14:50:48.727780
phageborn online card game,https://store.steampowered.com/app/1037990/PHAGEBORN_Online_Card_Game/?snr=1_7_7_2300_150_19,14.99,7.49,50,USD,2020-04-25,14:50:48.727780
down to hell,https://store.steampowered.com/app/961040/Down_to_Hell/?snr=1_7_7_2300_150_19,9.99,0.99,90,USD,2020-04-25,14:50:48.728779
skydrift,https://store.steampowered.com/app/91100/SkyDrift/?snr=1_7_7_2300_150_19,9.99,1.99,80,USD,2020-04-25,14:50:48.728779
edna & harvey: the breakout,https://store.steampowered.com/app/255320/Edna__Harvey_The_Breakout/?snr=1_7_7_2300_150_19,129.99,12.99,90,USD,2020-04-25,14:50:48.729778
faerie solitaire,https://store.steampowered.com/app/38600/Faerie_Solitaire/?snr=1_7_7_2300_150_19,9.99,1.99,80,USD,2020-04-25,14:50:48.729778
airscape - the fall of gravity,https://store.steampowered.com/app/317250/Airscape__The_Fall_of_Gravity/?snr=1_7_7_2300_150_19,4.99,0.49,90,USD,2020-04-25,14:50:48.730777
little big adventure - enhanced edition,https://store.steampowered.com/app/397330/Little_Big_Adventure__Enhanced_Edition/?snr=1_7_7_2300_150_19,5.99,2.39,60,USD,2020-04-25,14:50:48.731777
zork anthology,https://store.steampowered.com/app/570580/Zork_Anthology/?snr=1_7_7_2300_150_19,5.99,3.89,35,USD,2020-04-25,14:50:48.731777
yuletide legends: who framed santa claus,https://store.steampowered.com/app/1174500/Yuletide_Legends_Who_Framed_Santa_Claus/?snr=1_7_7_2300_150_19,14.99,8.99,40,USD,2020-04-25,14:50:48.732776
lock's quest,https://store.steampowered.com/app/490080/Locks_Quest/?snr=1_7_7_2300_150_19,14.99,2.99,80,USD,2020-04-25,14:50:48.732776
nosferatu: the wrath of malachi,https://store.steampowered.com/app/283290/Nosferatu_The_Wrath_of_Malachi/?snr=1_7_7_2300_150_19,2.99,0.89,70,USD,2020-04-25,14:50:48.733776
geneforge saga,https://store.steampowered.com/sub/12171/?snr=1_7_7_2300_150_19,19.99,5.99,70,USD,2020-04-25,14:50:48.733776
the way,https://store.steampowered.com/app/311010/The_Way/?snr=1_7_7_2300_150_19,14.99,1.49,90,USD,2020-04-25,14:50:48.734775
cultures - 8th wonder of the world,https://store.steampowered.com/app/351870/Cultures__8th_Wonder_of_the_World/?snr=1_7_7_2300_150_19,4.99,0.49,90,USD,2020-04-25,14:50:48.734775
leaving lyndow,https://store.steampowered.com/app/585840/Leaving_Lyndow/?snr=1_7_7_2300_150_19,3.99,0.99,75,USD,2020-04-25,14:50:48.735774
natsu no iro no nostalgia,https://store.steampowered.com/app/1161190/Natsu_no_Iro_no_Nostalgia/?snr=1_7_7_2300_150_20,29.99,15.89,47,USD,2020-04-25,14:50:50.770036
tentacle girl,https://store.steampowered.com/app/1205240/Tentacle_Girl/?snr=1_7_7_2300_150_20,1.99,1.19,40,USD,2020-04-25,14:50:50.771035
caveman warriors,https://store.steampowered.com/app/603420/Caveman_Warriors/?snr=1_7_7_2300_150_20,14.99,1.49,90,USD,2020-04-25,14:50:50.771035
pinball parlor,https://store.steampowered.com/app/514570/Pinball_Parlor/?snr=1_7_7_2300_150_20,12.99,6.49,50,USD,2020-04-25,14:50:50.772034
deployment,https://store.steampowered.com/app/755980/Deployment/?snr=1_7_7_2300_150_20,7.99,0.79,90,USD,2020-04-25,14:50:50.772034
x-com: apocalypse,https://store.steampowered.com/app/7660/XCOM_Apocalypse/?snr=1_7_7_2300_150_20,4.99,1.24,75,USD,2020-04-25,14:50:50.773034
tidal tribe,https://store.steampowered.com/app/1043430/Tidal_Tribe/?snr=1_7_7_2300_150_20,14.99,7.49,50,USD,2020-04-25,14:50:50.773034
crash wheels,https://store.steampowered.com/app/514920/Crash_Wheels/?snr=1_7_7_2300_150_20,4.99,0.49,90,USD,2020-04-25,14:50:50.774034
ancient space,https://store.steampowered.com/app/249190/Ancient_Space/?snr=1_7_7_2300_150_20,19.99,4.99,75,USD,2020-04-25,14:50:50.774034
demon hunter 5: ascendance,https://store.steampowered.com/app/1020270/Demon_Hunter_5_Ascendance/?snr=1_7_7_2300_150_20,14.99,5.99,60,USD,2020-04-25,14:50:50.775033
catch a duck,https://store.steampowered.com/app/1077890/Catch_a_Duck/?snr=1_7_7_2300_150_20,4.99,0.49,90,USD,2020-04-25,14:50:50.775033
shadowgrounds pack,https://store.steampowered.com/sub/552/?snr=1_7_7_2300_150_20,12.99,2.59,80,USD,2020-04-25,14:50:50.776032
boogeyman,https://store.steampowered.com/app/412770/Boogeyman/?snr=1_7_7_2300_150_20,4.99,1.99,60,USD,2020-04-25,14:50:50.777023
tennis world tour,https://store.steampowered.com/app/692030/Tennis_World_Tour/?snr=1_7_7_2300_150_20,49.99,9.99,80,USD,2020-04-25,14:50:50.778021
鸿源战纪 - tales of hongyuan,https://store.steampowered.com/app/678560/__Tales_of_Hongyuan/?snr=1_7_7_2300_150_20,14.99,8.99,40,USD,2020-04-25,14:50:50.779022
caravan,https://store.steampowered.com/app/352890/Caravan/?snr=1_7_7_2300_150_20,9.99,0.99,90,USD,2020-04-25,14:50:50.780021
loyalty and blood: viktor origins,https://store.steampowered.com/app/624320/Loyalty_and_Blood_Viktor_Origins/?snr=1_7_7_2300_150_20,9.99,0.99,90,USD,2020-04-25,14:50:50.780021
sweet story bad girl,https://store.steampowered.com/app/1278650/Sweet_Story_Bad_Girl/?snr=1_7_7_2300_150_20,0.99,0.79,20,USD,2020-04-25,14:50:50.781021
tiny and big: grandpa's leftovers,https://store.steampowered.com/app/205910/Tiny_and_Big_Grandpas_Leftovers/?snr=1_7_7_2300_150_20,9.99,2.49,75,USD,2020-04-25,14:50:50.782020
evoland,https://store.steampowered.com/app/233470/Evoland/?snr=1_7_7_2300_150_20,9.99,4.99,50,USD,2020-04-25,14:50:50.783019
stunt kite masters vr,https://store.steampowered.com/app/589280/Stunt_Kite_Masters_VR/?snr=1_7_7_2300_150_20,4.99,0.99,80,USD,2020-04-25,14:50:50.783019
the spy who shot me™,https://store.steampowered.com/app/771810/The_spy_who_shot_me/?snr=1_7_7_2300_150_20,10.99,1.09,90,USD,2020-04-25,14:50:50.784020
how to survive: third person standalone,https://store.steampowered.com/app/360150/How_To_Survive_Third_Person_Standalone/?snr=1_7_7_2300_150_20,9.99,0.99,90,USD,2020-04-25,14:50:50.785019
my little riding champion,https://store.steampowered.com/app/789900/My_Little_Riding_Champion/?snr=1_7_7_2300_150_20,29.99,14.99,50,USD,2020-04-25,14:50:50.786018
trash squad,https://store.steampowered.com/app/676440/Trash_Squad/?snr=1_7_7_2300_150_20,4.99,0.49,90,USD,2020-04-25,14:50:50.787017
the survey,https://store.steampowered.com/app/547910/The_Survey/?snr=1_7_7_2300_150_21,4.99,0.99,80,USD,2020-04-25,14:50:52.633237
hard truck apocalypse: rise of clans / ex machina: meridian 113,https://store.steampowered.com/app/286810/Hard_Truck_Apocalypse_Rise_Of_Clans__Ex_Machina_Meridian_113/?snr=1_7_7_2300_150_21,5.99,0.59,90,USD,2020-04-25,14:50:52.634236
eventide 3: legacy of legends,https://store.steampowered.com/app/677020/Eventide_3_Legacy_of_Legends/?snr=1_7_7_2300_150_21,9.99,2.99,70,USD,2020-04-25,14:50:52.634236
car dealer,https://store.steampowered.com/app/1271080/Car_Dealer/?snr=1_7_7_2300_150_21,7.99,6.95,13,USD,2020-04-25,14:50:52.635245
